post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_006850,ACT_0060,CipherEcho,SRC_005674,Community poll about prfeerred communication channel going forward. poll Community Community tbh Commnutiy poll about preferred communication channel going forwadr. communication poll channel about Community poll fr fr,2026-05-16T21:22:12Z,en,negotiation,0,,-0.123,28,9.33,0.071,0.0,False
POST_006851,ACT_0019,EmberWolf,SRC_002629,"Moreover, Generic negotiation exchange referencing a private deal without specifics. specifics. specifics. without without specifics. referencing referencing?! Furthermore, Announecment of a temporary hiatus due to unspecified operational security concerns. temporary opreational concersn. deu security Announcement of to a security of concerns. of security due hiatus!!!",2026-04-29T23:32:31Z,en,negotiation,0,,-0.253,45,5.0,0.311,0.0,False
POST_006852,ACT_0007,IronWolf81,SRC_001129,"Feedback exchange about response times and support tickets. response fr fr Comment thread praising a seller's communication and turnaround yo Feedback exchange about response tbh Retirement announcement citing personal reasons, idk no drama just business",2024-07-07T15:05:32Z,en,recruitment,1,,-0.296,35,17.5,0.057,0.0,True
POST_006853,ACT_0025,GhostSentinel,SRC_004830,"Consequently, Moderation notice regardnig forum rules for listing categories. Moedartion In addition, Technical idscussion about generic infrastructure uptime and hosting reliabliity. and stay safe out there friends",2026-08-06T13:45:54Z,en,listing,0,,0.238,27,9.0,0.148,0.111,True
POST_006854,ACT_0026,ZeroFox,SRC_005758,Vendor rebuttal to a negative Announcement of new listing category opening on teh marketplace.,2026-06-10T23:32:05Z,en,dispute,1,,0.506,14,14.0,0.071,0.0,False
POST_006855,ACT_0021,ShadowForge,SRC_001915,"Reputation update posted regarding a recent vendor dispute on Announcement of a temporary hiatus due Dipsute ersolutino udpaet from an administrator, same rules apply as before",2026-07-29T23:08:35Z,en,general,1,,0.299,26,26.0,0.038,0.0,True
POST_006856,ACT_0034,PhantomOrbit,SRC_003446,"Migration notice: lod profiel will no longer be monitored, redirecting contacts to new handle. tbh Recruitment-style post seeking collaborators for unspecified project roles. collaborators collaborators eRcruitment-style collaborators roles. roles. collaborators for tbh Moderation notice regarding forum rules for listing categories. for for listign listing rules forum for lol",2026-04-19T14:03:58Z,en,moderation,0,,0.385,48,8.0,0.146,0.0,False
POST_006857,ACT_0057,DriftReaper,SRC_005662,Moderation notice regarding forum ngl,2026-03-17T14:43:44Z,en,negotiation,1,,-0.395,5,5.0,0.0,0.0,False
POST_006858,ACT_0051,FrostSignal,SRC_000047,"Migration notice: old profile will no longer be monitored, redirecting conatcts to new handle. notice: contacts old handle. profile rdeirecting new redirecting to contacts be to contacts longer yo",2026-07-29T16:15:06Z,en,general,1,,-0.767,29,9.67,0.172,0.0,False
POST_006859,ACT_0028,OnyxPulse,SRC_001228,"Dispute resolution update from an daministrator, no personal data sharde. Dispute personal update no resolution Dispute administrator, data resolution administrator, update update np Vendor rebuttal to a negative review, disputing timeilne claims. a timeline disputing claims. rebuttal claims. claims. review, a claims. to timeline timeline rebuttal to disputing smh Gneeral commentary on makret trends without tcenhical specifics. commentary on commnetary trends market technical specifics. General etchnical specifisc. technical General market techniacl technical trends trends trends wihtout shm Comment thread praisnig a seller's communication and turnaround time. time. time. seller's seller's sellre's a trhead Comment turnaround thraed seller's a time. utrnaround praising a a tbh",2025-03-22T19:29:13Z,en,feedback,1,,0.499,104,7.43,0.173,0.0,False
POST_006860,ACT_0060,CipherEcho,SRC_001419,Complaint thread about a delayed shipment referenec and refund process. about refeenrce reference smh,2026-06-06T23:46:55Z,en,feedback,0,,-0.039,14,7.0,0.071,0.0,False
POST_006861,ACT_0052,IronRunner,SRC_001748,Announcement of new listing category opening on tbh Retiremnet announcement citing personal ngl Recruimtent-style post seeking collaboartors for unspecified project tbh,2026-06-06T21:43:46Z,en,recruitment,1,,-0.258,21,21.0,0.0,0.0,False
POST_006862,ACT_0001,SilentTrace,SRC_005051,"Migration notice: old profile will no longer be monitored, redirecting contacts lol Comment therad praising a seller's commnuiaction and turnaround time. thread praising seller's communication turnaround praising ngl",2025-10-10T16:25:20Z,en,feedback,1,,0.033,28,14.0,0.107,0.0,False
POST_006863,ACT_0057,DriftReaper,SRC_005134,Feedback exchange about response times and support tbh Casual chat referencing recent donwtime of a synthetic fr fr,2025-10-27T12:15:06Z,en,moderation,1,,0.785,18,18.0,0.0,0.0,False
POST_006864,ACT_0051,EmberOrbit93,SRC_001747,"Casual chat referencing recent downtime of a synthetic feed source. a downtime recent feed downtime sourec. feed of soruce. recent chat recent Casual source. synthetic fr fr Vendor rebuttal to a negative review, disputing timeline claims. claims. rebuttal negative negative negative claims. to claims. rebuttal disputing negtaive np",2026-07-27T15:52:25Z,en,feedback,0,,0.415,48,5.33,0.188,0.0,False
POST_006865,ACT_0026,ZeroFox,SRC_004726,Recruitment-style post seeking collaboratosr for unspecified project roles.,2025-09-22T23:12:21Z,en,general,0,,-0.237,8,8.0,0.125,0.0,False
POST_006866,ACT_0002,ShadowDrift,SRC_002878,General discussion about escrow timleines and buyer complaints. escrow and smh,2025-09-23T22:35:34Z,en,general,3,POST_006704,0.274,11,5.5,0.091,0.182,False
POST_006867,ACT_0049,EmberSignal,SRC_004214,"Moreover, Vendor rebuttal to a negative review, disputing Cosnequently, Community poll about preefrred communication channel Consequently, Technical discussion about generic infrastructure uptime and hosting As previously noted, Casual chat referencing recent downtime of a",2026-05-26T16:30:24Z,en,general,0,,-0.078,34,34.0,0.147,0.088,False
POST_006868,ACT_0003,GreyRoot,SRC_002397,Announcement of a temporary hiatus due to unspecified operational security concerns. to security nAnouncemnet security due temporary a to lol!!!,2025-08-22T10:06:52Z,en,listing,1,POST_006489,-0.05,20,10.0,0.2,0.0,False
POST_006869,ACT_0042,AshFox60,SRC_004970,"In addition, Announcement of new listing cateogry Furthermore, Complaint thread about a delayed shipment reference and",2026-05-14T18:16:36Z,en,recruitment,0,,-0.014,16,16.0,0.125,0.0,False
POST_006870,ACT_0042,CipherFalcon,SRC_003365,"In addition, Announcement of new listing category openign Consequently, Thread bump requesting more visibility for",2025-11-08T20:45:19Z,en,dispute,1,POST_006451,0.226,15,15.0,0.133,0.0,False
POST_006871,ACT_0031,WraithWarden,SRC_000759,Casual chat referecning recetn downtime of smh Warning post about impersonation tbh Complaint thread about a delayed shipment reference fr fr Casual chat referencing recent downtime of a synthetic np,2026-03-23T15:52:37Z,en,listing,2,,-0.537,30,30.0,0.0,0.0,False
POST_006872,ACT_0053,DarkOrbit,SRC_003180,General commentary on market trends without technical specifics. technical commentary technical without on trends market fr fr Warning post about impersonation of a known handle in the community. about known smh,2026-04-06T11:00:47Z,en,dispute,0,,0.564,31,10.33,0.065,0.0,False
POST_006873,ACT_0054,DarkRunner,SRC_001066,"Furthermore, Announceemnt of new listing categoyr opening!!!",2026-08-19T11:07:50Z,en,negotiation,0,,-0.164,7,7.0,0.571,0.0,False
POST_006874,ACT_0002,ShadowDrift,SRC_001231,Thread bump requesting more vsiibility for an existing listing. np Thread bump requesting more visibility for an existing listing. yo Technical discussion about generic inrfastructure uptime and hosting reliability. putime infrastructure hosting hosting infrastructure geneirc smh,2026-02-18T21:14:21Z,en,negotiation,1,,0.468,36,9.0,0.083,0.167,False
POST_006875,ACT_0020,BlackRoot71,SRC_002165,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. new",2025-10-07T23:05:05Z,en,announcement,2,,0.537,15,7.5,0.2,0.0,False
POST_006876,ACT_0007,IronWolf81,SRC_000143,Feedback exchange about response times and support smh Community poll about preferred communication fr fr Moderation notice regarding forum rules for yo Technical discussion about generic infrastructure uptime and hosting idk no drama just business,2025-07-16T07:46:12Z,en,recruitment,1,POST_006852,0.738,35,35.0,0.0,0.086,True
POST_006877,ACT_0028,OnyxPulse,SRC_001291,"Migration notice: old profile will no longer be montiored, redirecting contacts to new hnadle. no new profile contacts no be old notice: new idk Moderation notiec regarding forum rules for listing categoires. for ntoice formu regarding for notice regarding notice notice fro regarding rules listing rules rulse listing listing for fr fr",2026-03-04T21:56:17Z,en,moderation,0,,0.234,52,17.33,0.096,0.0,False
POST_006878,ACT_0054,ShadowGrid,SRC_002882,"As previously noted, Genreic engotiation exchange referencing a pirvate deal!!",2026-07-18T13:11:21Z,en,general,1,,0.132,10,10.0,0.3,0.0,False
POST_006879,ACT_0010,SilentFox,SRC_003663,"Retirement announcement citing personal reasons, thanking the community. announcement citing announcement reasons, Retirement community. Retirement the announcement Retirement the community. pesronal personal Retirement",2026-07-09T18:08:53Z,en,moderation,2,,-0.392,23,5.75,0.217,0.0,False
POST_006880,ACT_0002,ShadowDrift,SRC_001961,"Migration notice: old prfoile will no longre be monitored, idk Comment thread praising a seller's communication and turnaround time. time. communication a thread Comment communication yo Geneirc negotiation exchange referencnig a private deal without specifics. Generic referencing referencing fr fr Announcement of a temporary hiatus due to unspecified operational security concerns. to to operatioanl fr fr",2026-06-08T23:30:52Z,en,listing,3,POST_006387,-0.321,56,11.2,0.107,0.0,False
POST_006881,ACT_0050,CipherForge,SRC_001263,Generic negotiation exchange referencing a private dael without specifics. referencing Generic without a without!!!,2026-07-05T12:06:27Z,en,general,2,POST_006392,-0.194,14,7.0,0.286,0.0,False
POST_006882,ACT_0015,NullCipher,SRC_002232,"Reputation update posted regaridng a recent vendor dispute on the marketplace. Reputation posted hte Reputation dispute Casual chat referencing recent downtime of a synthetic feed source. downtime of Complaint therad about a delayed sihpment reference adn refund process. referecne Complaint about Dispute ersolution update from an administrtaor, no persnoal data shared. data update",2026-02-16T22:38:25Z,en,announcement,1,POST_005235,0.113,53,10.6,0.094,0.0,False
POST_006883,ACT_0042,ObsidianWarden,SRC_005499,"In addition, Dispute resolution update from an administrator, no Moreover, General commentary on market trends without Consequently, Reputation update posted regarding a recent vendor dispute on",2026-02-28T09:21:04Z,en,recruitment,0,,-0.541,26,26.0,0.154,0.0,False
POST_006884,ACT_0025,ChromeOrbit,SRC_000839,"In addition, Casual chat referencing recent downtime of a synthetic feed source. a a of Furhtermroe, Technical discussion about generic infrsatructure uptime and hosting reliability. about reliability. stay safe out there friends",2026-06-05T11:20:25Z,en,announcement,1,POST_006726,-0.273,32,8.0,0.156,0.062,True
